Tenure in Months,Offer,Monthly Charge,Total Charges,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Contract,Paperless Billing,Customer Status,Churn Category
72,Offer B,109.75,7758.9,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
2,Offer B,45.0,96.45,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
63,Offer B,79.85,4861.45,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
12,Offer D,67.25,832.3,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
31,Offer B,87.6,2724.25,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Stayed,Competitor
71,Offer A,89.9,6457.15,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
50,Offer B,101.9,5265.5,Yes,Yes,Yes,Yes,No,One Year,Yes,Stayed,Competitor
54,Offer B,46.2,2431.95,Yes,Yes,Yes,No,No,Two Year,No,Stayed,Competitor
1,Offer B,52.2,52.2,Yes,No,No,No,Yes,Month-to-Month,Yes,Churned,Competitor
11,Offer B,55.6,580.8,Yes,Yes,No,No,No,Two Year,Yes,Stayed,Competitor
44,Offer B,70.95,3250.45,Yes,No,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
62,Offer B,107.6,6912.7,Yes,No,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
57,Offer B,86.9,4939.25,Yes,No,No,No,No,One Year,Yes,Stayed,Competitor
18,Offer D,19.8,342.3,No,No,No,No,No,One Year,No,Stayed,Competitor
70,Offer A,98.7,6858.9,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
21,Offer B,99.85,1992.55,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
17,Offer B,45.05,770.6,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
42,Offer B,95.55,3930.6,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
21,Offer D,79.2,1742.45,Yes,No,No,Yes,Yes,One Year,No,Stayed,Competitor
3,Offer B,19.55,61.05,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
8,Offer B,19.95,170.9,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
18,Offer B,57.45,990.85,Yes,No,No,Yes,No,Month-to-Month,No,Churned,Competitor
2,Offer B,88.55,179.25,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
2,Offer B,20.2,34.75,No,No,No,No,No,One Year,No,Joined,Competitor
51,Offer B,19.6,967.9,No,No,No,No,No,Two Year,No,Stayed,Competitor
21,Offer B,75.9,1549.75,Yes,Yes,No,No,No,One Year,Yes,Stayed,Competitor
55,Offer B,54.55,2978.3,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Churned,Attitude
70,Offer B,89.75,6367.2,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
31,Offer C,55.25,1715.65,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Churned,Attitude
67,Offer A,49.35,3321.35,Yes,Yes,No,Yes,Yes,One Year,Yes,Stayed,Competitor
1,Offer E,70.1,70.1,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
21,Offer B,19.6,390.4,No,No,No,No,No,Two Year,No,Stayed,Competitor
22,Offer B,69.25,1554.0,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
11,Offer B,84.8,906.85,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
1,Offer E,45.2,45.2,Yes,No,No,No,No,Two Year,No,Joined,Competitor
72,Offer B,25.85,1872.2,No,No,No,No,No,Two Year,No,Stayed,Competitor
34,Offer B,25.6,917.15,No,No,No,No,No,One Year,Yes,Stayed,Competitor
29,Offer C,20.0,540.05,No,No,No,No,No,One Year,No,Stayed,Competitor
56,Offer B,100.3,5614.45,Yes,No,Yes,No,No,One Year,No,Churned,Competitor
5,Offer B,64.4,316.9,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Stayed,Competitor
18,Offer B,33.6,550.35,Yes,Yes,No,Yes,No,Month-to-Month,No,Stayed,Competitor
20,Offer B,20.0,417.65,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
2,Offer E,79.6,195.05,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
45,Offer B,99.7,4634.35,Yes,No,No,Yes,No,Two Year,No,Stayed,Competitor
20,Offer B,107.05,2172.05,Yes,No,Yes,No,Yes,One Year,No,Stayed,Competitor
29,Offer C,20.0,599.3,No,No,No,No,No,One Year,No,Stayed,Competitor
50,Offer B,79.6,4024.2,Yes,No,Yes,No,Yes,Two Year,Yes,Stayed,Competitor
11,Offer D,35.8,363.15,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
72,Offer A,91.95,6614.9,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
6,Offer B,19.65,100.9,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
44,Offer B,84.8,3862.55,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Attitude
72,Offer B,-10.0,6094.25,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
48,Offer B,95.4,4445.3,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
50,Offer B,70.35,3454.6,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer E,55.55,55.55,Yes,No,No,No,No,Month-to-Month,No,Joined,Competitor
1,Offer B,24.75,24.75,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
36,Offer B,60.7,2234.55,Yes,Yes,No,Yes,Yes,One Year,No,Stayed,Competitor
7,Offer B,20.25,144.35,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
26,Offer B,98.35,2515.3,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
40,Offer B,20.15,804.85,No,No,No,No,No,Two Year,No,Stayed,Competitor
72,Offer B,72.1,5016.65,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
63,Offer B,79.8,5034.05,Yes,No,No,Yes,Yes,Two Year,No,Stayed,Competitor
2,Offer E,80.15,194.55,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Joined,Competitor
60,Offer B,95.4,5812.0,Yes,Yes,No,Yes,No,One Year,Yes,Stayed,Competitor
47,Offer B,19.3,890.5,No,No,No,No,No,Two Year,No,Stayed,Competitor
1,Offer B,20.5,20.5,No,No,No,No,No,Month-to-Month,No,Churned,Attitude
25,Offer C,79.0,1902.0,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
4,Offer B,75.65,302.35,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer B,50.1,50.1,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
37,Offer B,19.6,727.8,No,No,No,No,No,One Year,No,Stayed,Competitor
4,Offer B,84.6,360.1,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
72,Offer B,75.4,5480.25,Yes,No,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
67,Offer A,105.7,6816.95,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
59,Offer B,80.1,4693.2,Yes,No,Yes,No,Yes,One Year,Yes,Stayed,Competitor
1,Offer E,70.4,70.4,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
43,Offer B,94.1,4107.3,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer B,19.45,19.45,No,No,No,No,No,Month-to-Month,No,Churned,Competitor
4,Offer B,70.4,281.0,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
9,Offer E,65.0,663.05,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Churned,Competitor
30,Offer C,82.05,2570.2,Yes,No,Yes,Yes,No,Month-to-Month,No,Stayed,Competitor
13,Offer D,19.45,232.1,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
2,Offer E,74.75,144.8,Yes,No,Yes,No,No,Month-to-Month,Yes,Joined,Competitor
30,Offer B,19.05,637.55,No,No,No,No,No,Two Year,No,Stayed,Competitor
12,Offer B,30.25,368.85,Yes,No,No,No,Yes,One Year,No,Stayed,Competitor
63,Offer B,110.1,6705.7,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
48,Offer B,23.55,1173.35,No,No,No,No,No,Two Year,No,Stayed,Competitor
1,Offer E,20.15,20.15,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
71,Offer A,82.7,5831.2,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
61,Offer B,24.4,1417.9,No,No,No,No,No,Two Year,No,Stayed,Competitor
5,Offer E,20.05,94.15,No,No,No,No,No,One Year,No,Stayed,Competitor
46,Offer B,59.9,2816.65,Yes,No,Yes,Yes,Yes,One Year,Yes,Churned,Competitor
1,Offer E,20.2,20.2,No,No,No,No,No,Month-to-Month,No,Churned,Competitor
47,Offer B,110.85,5275.8,Yes,Yes,No,Yes,Yes,One Year,Yes,Churned,Price
59,Offer B,99.5,5961.1,Yes,No,No,Yes,No,One Year,Yes,Churned,Competitor
5,Offer E,81.0,371.65,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
26,Offer C,19.8,457.3,No,No,No,No,No,One Year,No,Stayed,Competitor
40,Offer B,65.1,2586.0,Yes,Yes,Yes,No,No,Month-to-Month,No,Stayed,Competitor
1,Offer E,60.0,60.0,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Churned,Attitude
7,Offer E,20.25,174.7,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
48,Offer B,103.25,5037.55,Yes,Yes,Yes,No,No,One Year,Yes,Churned,Attitude
1,Offer E,19.9,19.9,No,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
11,Offer B,29.6,346.45,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
8,Offer B,19.45,159.2,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
38,Offer C,99.55,3734.25,Yes,No,No,No,Yes,Month-to-Month,Yes,Churned,Dissatisfaction
34,Offer C,20.8,635.9,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
19,Offer B,20.2,387.4,No,No,No,No,No,Two Year,No,Stayed,Competitor
70,Offer B,113.65,7714.65,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
1,Offer E,68.95,68.95,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
4,Offer E,79.9,324.3,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
51,Offer B,20.65,1020.75,No,No,No,No,No,Two Year,No,Stayed,Competitor
35,Offer C,62.15,2215.45,Yes,Yes,No,No,No,One Year,Yes,Stayed,Competitor
30,Offer B,89.9,2723.15,Yes,No,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
8,Offer E,90.25,743.75,Yes,No,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
4,Offer B,25.15,99.95,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
10,Offer D,19.3,185.2,No,No,No,No,No,One Year,Yes,Stayed,Competitor
72,Offer B,104.9,7537.5,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
2,Offer E,44.7,93.7,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
23,Offer D,-7.0,1676.95,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
50,Offer B,103.4,5236.4,Yes,No,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
71,Offer B,19.85,1326.35,No,No,No,No,No,Two Year,No,Stayed,Competitor
10,Offer D,81.0,818.05,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Attitude
30,Offer C,100.2,2983.8,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
29,Offer C,80.15,2265.25,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Attitude
20,Offer B,79.15,1520.9,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Attitude
18,Offer B,25.15,476.8,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
32,Offer B,89.6,2901.8,Yes,Yes,No,No,No,Month-to-Month,No,Stayed,Competitor
72,Offer B,20.1,1326.25,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
72,Offer B,103.75,7346.2,Yes,No,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
13,Offer B,84.45,1058.6,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Price
8,Offer E,100.6,819.4,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Attitude
25,Offer C,84.8,2043.45,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
22,Offer B,81.7,1820.9,Yes,Yes,Yes,No,No,One Year,No,Stayed,Competitor
42,Offer B,20.25,835.5,No,No,No,No,No,Two Year,No,Stayed,Competitor
61,Offer B,43.7,2696.55,Yes,Yes,Yes,Yes,Yes,One Year,No,Stayed,Competitor
35,Offer B,72.1,2495.15,Yes,No,No,No,Yes,One Year,Yes,Stayed,Competitor
40,Offer B,74.8,2971.7,Yes,No,Yes,No,No,Month-to-Month,No,Stayed,Competitor
1,Offer B,86.05,86.05,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
72,Offer B,83.3,6042.7,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
66,Offer B,110.6,7210.85,Yes,Yes,Yes,No,Yes,One Year,Yes,Stayed,Competitor
20,Offer D,51.8,1023.85,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
16,Offer D,79.95,1267.95,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
46,Offer B,96.05,4399.5,Yes,No,No,No,No,Month-to-Month,No,Churned,Price
72,Offer A,112.4,8046.85,Yes,Yes,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
19,Offer D,24.1,439.2,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
29,Offer B,94.65,2649.15,Yes,Yes,No,No,No,Month-to-Month,No,Churned,Other
65,Offer B,103.15,6792.45,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
67,Offer B,83.85,5588.8,Yes,Yes,Yes,No,No,Month-to-Month,No,Stayed,Competitor
39,Offer C,49.8,1971.15,Yes,No,No,No,Yes,Two Year,Yes,Stayed,Competitor
72,Offer B,-7.0,1849.2,No,No,No,No,No,Two Year,No,Stayed,Competitor
47,Offer B,41.9,1875.25,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
65,Offer B,100.15,6643.5,Yes,Yes,Yes,No,Yes,One Year,Yes,Stayed,Competitor
56,Offer B,104.75,5841.35,Yes,No,Yes,Yes,No,Two Year,No,Stayed,Competitor
1,Offer E,86.0,86.0,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
37,Offer C,76.5,2868.15,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
1,Offer E,44.9,44.9,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
6,Offer E,89.35,567.8,Yes,No,No,No,No,One Year,Yes,Stayed,Competitor
56,Offer B,73.25,4054.2,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
40,Offer B,85.05,3355.65,Yes,No,No,Yes,No,One Year,Yes,Stayed,Competitor
5,Offer E,89.15,413.25,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
70,Offer A,104.0,7250.15,Yes,Yes,No,No,Yes,Two Year,Yes,Churned,Attitude
3,Offer B,73.85,196.4,Yes,No,No,Yes,No,Two Year,No,Joined,Competitor
2,Offer E,59.5,130.5,Yes,Yes,Yes,No,Yes,Two Year,No,Joined,Competitor
1,Offer E,44.1,44.1,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
58,Offer B,55.5,3166.9,Yes,No,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
13,Offer B,73.75,956.65,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
10,Offer B,20.0,185.4,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
66,Offer B,116.25,7862.25,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
56,Offer B,80.9,4557.5,Yes,No,No,No,No,One Year,Yes,Stayed,Competitor
1,Offer B,69.65,69.65,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
71,Offer A,47.6,3377.8,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
56,Offer B,64.65,3665.55,Yes,Yes,Yes,No,Yes,One Year,Yes,Stayed,Competitor
24,Offer B,90.35,2238.5,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
1,Offer B,20.0,20.0,No,No,No,No,No,Month-to-Month,No,Churned,Attitude
55,Offer B,75.75,4264.25,Yes,Yes,Yes,No,Yes,One Year,Yes,Stayed,Competitor
42,Offer B,20.7,828.85,No,No,No,No,No,Two Year,No,Stayed,Competitor
42,Offer B,92.15,3875.4,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
14,Offer D,19.6,300.4,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
10,Offer B,34.55,362.6,Yes,No,No,No,No,One Year,Yes,Stayed,Competitor
22,Offer D,25.25,555.4,No,No,No,No,No,Two Year,No,Stayed,Competitor
32,Offer B,69.75,2347.9,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
39,Offer C,20.45,790.0,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
57,Offer B,101.3,5779.6,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
8,Offer B,87.1,713.6,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
63,Offer B,71.5,4576.3,Yes,Yes,Yes,Yes,Yes,One Year,No,Stayed,Competitor
61,Offer B,61.45,3751.15,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
1,Offer B,19.8,19.8,No,No,No,No,No,Month-to-Month,No,Churned,Price
50,Offer B,19.35,1033.0,No,No,No,No,No,One Year,Yes,Stayed,Competitor
11,Offer B,19.95,214.75,No,No,No,No,No,Month-to-Month,No,Churned,Competitor
35,Offer B,-9.0,809.25,No,No,No,No,No,Two Year,No,Stayed,Competitor
1,Offer E,20.15,20.15,No,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
72,Offer B,80.2,5714.2,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
29,Offer B,98.65,2862.75,Yes,No,No,No,Yes,Month-to-Month,No,Churned,Attitude
29,Offer C,70.9,1964.6,Yes,No,Yes,Yes,No,One Year,No,Stayed,Competitor
5,Offer E,19.35,126.05,No,No,No,No,No,Month-to-Month,No,Churned,Competitor
11,Offer B,41.6,470.6,Yes,No,No,Yes,No,One Year,Yes,Churned,Competitor
54,Offer B,70.7,3770.0,Yes,No,Yes,No,Yes,One Year,Yes,Stayed,Competitor
49,Offer B,89.85,4287.2,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
72,Offer B,109.7,7898.45,Yes,No,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
9,Offer B,79.35,661.25,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Dissatisfaction
1,Offer B,94.6,94.6,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
31,Offer B,86.55,2697.4,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
1,Offer E,84.6,84.6,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
56,Offer B,104.55,5794.65,Yes,Yes,No,Yes,No,One Year,Yes,Churned,Competitor
70,Offer A,68.95,4858.7,Yes,Yes,No,Yes,No,Two Year,No,Stayed,Competitor
55,Offer B,90.45,5044.8,Yes,No,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
3,Offer B,53.4,188.7,Yes,No,No,No,No,Month-to-Month,No,Churned,Other
5,Offer E,84.5,453.75,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
3,Offer E,69.65,220.1,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
26,Offer C,73.5,1905.7,Yes,No,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
25,Offer B,65.8,1679.65,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
15,Offer D,58.6,939.7,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Churned,Dissatisfaction
31,Offer B,49.2,1498.55,Yes,No,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
2,Offer B,91.45,171.45,Yes,No,No,Yes,No,Month-to-Month,Yes,Joined,Competitor
1,Offer B,53.55,53.55,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
18,Offer B,56.25,969.85,Yes,Yes,No,No,No,Month-to-Month,No,Stayed,Competitor
2,Offer E,95.5,181.65,Yes,No,No,Yes,No,One Year,Yes,Joined,Competitor
13,Offer D,71.95,923.85,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
40,Offer B,19.1,780.1,No,No,No,No,No,Two Year,No,Stayed,Competitor
17,Offer D,20.65,330.6,No,No,No,No,No,One Year,No,Stayed,Competitor
10,Offer B,19.9,199.45,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
61,Offer B,99.9,6241.35,Yes,No,No,Yes,No,One Year,Yes,Stayed,Competitor
27,Offer B,59.45,1611.65,Yes,No,No,Yes,Yes,Month-to-Month,No,Stayed,Competitor
60,Offer B,37.7,2288.7,Yes,Yes,Yes,No,Yes,Two Year,No,Stayed,Competitor
64,Offer B,66.15,4392.5,Yes,Yes,No,No,No,One Year,Yes,Stayed,Competitor
28,Offer B,59.55,1646.45,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
11,Offer D,19.25,180.3,No,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
34,Offer B,97.7,3410.0,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
36,Offer C,74.9,2659.45,Yes,No,No,No,No,Two Year,Yes,Stayed,Competitor
35,Offer C,49.2,1701.65,Yes,No,No,Yes,No,Month-to-Month,No,Stayed,Competitor
22,Offer D,26.25,605.9,No,No,No,No,No,Two Year,No,Stayed,Competitor
4,Offer B,88.95,355.2,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
4,Offer B,85.95,381.3,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
43,Offer B,20.0,817.95,No,No,No,No,No,One Year,No,Stayed,Competitor
70,Offer A,-3.0,1458.1,No,No,No,No,No,Two Year,No,Stayed,Competitor
15,Offer D,65.6,1010.0,Yes,Yes,Yes,Yes,Yes,One Year,No,Stayed,Competitor
3,Offer B,64.4,195.65,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Joined,Competitor
7,Offer B,-4.0,340.25,Yes,No,No,Yes,No,Month-to-Month,No,Churned,Other
35,Offer C,101.4,3496.3,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
2,Offer E,44.6,80.55,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
29,Offer C,19.85,535.05,No,No,No,No,No,One Year,No,Stayed,Competitor
72,Offer A,63.7,4464.8,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
27,Offer B,94.55,2724.6,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
71,Offer B,84.4,5969.3,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
30,Offer B,74.65,2308.6,Yes,Yes,Yes,Yes,Yes,One Year,No,Stayed,Competitor
19,Offer B,34.3,577.15,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
56,Offer B,24.15,1402.25,No,No,No,No,No,Two Year,No,Stayed,Competitor
36,Offer B,20.85,720.05,No,No,No,No,No,One Year,No,Stayed,Competitor
57,Offer B,65.2,3687.85,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Stayed,Competitor
3,Offer B,69.6,207.4,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
52,Offer B,102.7,5138.1,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
2,Offer E,20.0,40.9,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
17,Offer B,25.1,382.8,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
1,Offer B,75.35,75.35,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
68,Offer B,95.9,6503.2,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
57,Offer B,20.75,1118.8,No,No,No,No,No,Two Year,No,Stayed,Competitor
72,Offer A,55.3,3983.6,Yes,Yes,No,No,No,Two Year,No,Stayed,Competitor
26,Offer B,84.3,2281.6,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
14,Offer B,76.1,1054.8,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
30,Offer C,100.45,3096.9,Yes,No,No,Yes,No,Month-to-Month,No,Stayed,Competitor
66,Offer B,29.45,1983.15,Yes,No,No,No,Yes,One Year,No,Stayed,Competitor
49,Offer B,93.85,4733.1,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
15,Offer D,20.35,335.95,No,No,No,No,No,One Year,No,Stayed,Competitor
71,Offer B,-8.0,5956.85,Yes,No,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
39,Offer B,-10.0,762.45,No,No,No,No,No,Two Year,No,Stayed,Competitor
67,Offer B,54.2,3623.95,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
31,Offer B,54.35,1647.0,Yes,No,No,Yes,Yes,Month-to-Month,No,Stayed,Competitor
50,Offer B,109.65,5551.15,Yes,Yes,Yes,No,Yes,Two Year,Yes,Churned,Competitor
13,Offer D,19.95,243.65,No,No,No,No,No,Two Year,No,Stayed,Competitor
47,Offer B,96.1,4391.45,Yes,Yes,Yes,Yes,No,One Year,Yes,Stayed,Competitor
10,Offer D,29.5,255.25,Yes,No,No,Yes,No,Month-to-Month,No,Churned,Dissatisfaction
23,Offer B,84.25,1968.1,Yes,No,Yes,Yes,No,Month-to-Month,No,Stayed,Competitor
57,Offer B,19.4,1061.6,No,No,No,No,No,One Year,No,Stayed,Competitor
56,Offer B,85.6,4902.8,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
10,Offer D,24.5,270.15,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
30,Offer C,66.3,1923.5,Yes,Yes,No,No,Yes,Month-to-Month,No,Stayed,Competitor
43,Offer B,84.85,3645.6,Yes,No,No,No,No,Two Year,Yes,Stayed,Competitor
54,Offer B,82.45,4350.1,Yes,Yes,Yes,No,Yes,One Year,No,Churned,Competitor
9,Offer B,75.85,647.5,Yes,No,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
27,Offer B,81.3,2272.8,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
20,Offer D,18.9,347.65,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
7,Offer E,69.35,451.1,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
6,Offer B,44.75,270.95,Yes,No,No,No,No,Month-to-Month,No,Churned,Dissatisfaction
51,Offer B,110.05,5686.4,Yes,Yes,Yes,No,Yes,One Year,No,Stayed,Competitor
2,Offer B,-2.0,140.7,Yes,No,No,No,No,Month-to-Month,No,Churned,Dissatisfaction
1,Offer E,20.05,20.05,No,No,No,No,No,Month-to-Month,No,Churned,Price
1,Offer B,70.7,70.7,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
